lifespan,genetic,mass,exercise,smoking,alcohol,sugar
94.9,93.2,53.4,2.1,0.4,0.1,17.2
73.9,74.4,73.3,4.2,12.7,0.7,21.2
81.0,79.8,57.2,2.4,3.2,1.9,9.2
74.7,78.1,68.5,1.6,14.8,2.8,21.2
87.5,88.0,93.3,3.4,9.1,0.0,14.0
95.2,95.6,80.9,1.5,1.5,5.5,7.6
84.9,86.2,79.2,2.3,11.1,0.6,16.0
75.8,81.7,97.1,2.0,18.0,0.7,13.6
84.2,84.9,118.2,2.8,6.2,0.3,33.6
63.3,73.4,145.3,0.9,17.5,1.8,12.4
81.6,83.2,122.2,0.7,9.7,0.5,16.4
64.7,67.7,87.1,1.1,17.6,0.2,14.8
78.3,78.9,55.2,1.4,4.4,0.1,18.0
94.4,93.9,75.0,2.1,4.2,0.8,24.8
83.4,82.6,86.2,2.9,9.6,3.5,7.6
79.5,82.7,127.7,1.2,4.5,5.1,42.4
83.0,83.6,55.4,2.3,11.6,2.0,12.8
74.4,73.6,58.9,5.3,8.8,0.3,45.6
100.2,101.9,50.8,1.4,6.0,1.6,20.0
91.8,94.2,152.5,4.3,16.6,0.3,18.8
83.9,87.4,141.4,1.5,10.6,0.8,16.4
98.5,99.5,122.9,3.9,11.1,4.6,14.8
95.4,98.4,88.5,1.4,11.0,0.4,21.2
80.5,79.2,64.0,2.0,0.4,2.1,9.6
71.3,70.6,58.3,3.5,5.9,4.6,14.8
78.4,78.6,128.7,2.3,3.3,0.1,15.2
76.7,77.2,88.4,1.9,6.1,0.4,32.0
90.4,93.7,89.8,1.7,12.6,4.1,35.6
72.8,76.5,51.7,1.2,12.1,1.3,3.2
68.2,67.4,61.7,2.1,0.5,4.1,32.0
91.0,90.8,114.8,4.2,7.7,3.7,41.6
81.3,80.5,82.1,2.0,1.1,0.4,21.6
93.0,90.7,106.1,4.6,5.7,0.2,39.6
83.3,84.5,57.3,2.2,5.2,3.8,28.8
74.7,81.8,143.6,3.8,15.2,0.8,42.0
90.2,91.3,69.2,2.4,20.3,0.8,32.0
85.3,84.3,61.8,2.6,5.9,2.0,3.6
75.1,79.0,92.1,2.0,15.8,0.3,45.6
78.3,78.3,125.1,3.5,0.2,0.7,28.4
77.3,77.2,64.9,3.5,1.8,0.2,48.8
81.3,81.5,136.3,5.0,7.5,1.7,14.0
65.5,66.5,114.7,3.7,8.8,2.5,40.4
88.7,87.8,83.0,4.8,10.6,0.7,24.8
79.5,85.7,73.4,2.7,19.8,2.0,29.6
71.1,76.1,93.5,2.6,19.4,1.6,54.0
72.0,82.7,137.6,1.5,18.9,0.2,21.6
79.8,80.6,89.0,1.4,6.0,0.7,6.8
74.1,72.6,53.1,4.6,0.3,1.4,55.2
75.0,77.3,78.0,0.7,5.4,4.3,47.6
91.3,90.6,122.9,2.9,0.6,0.9,24.8
81.8,81.1,60.8,3.7,4.3,5.3,15.6
78.9,80.4,67.0,0.9,7.0,0.3,41.6
82.2,83.5,83.3,4.7,12.1,3.9,14.0
79.0,78.5,63.5,0.9,0.2,0.7,15.6
84.4,87.4,139.7,1.5,8.8,1.1,22.4
84.9,87.8,55.7,2.7,11.6,1.9,53.6
76.6,77.6,60.8,0.9,16.7,0.7,19.6
95.2,101.1,107.1,0.3,20.9,3.4,41.6
77.2,78.7,70.0,2.7,8.9,0.5,47.6
62.2,63.9,58.0,2.9,15.7,0.5,53.2
96.5,98.8,69.3,2.4,11.0,0.5,39.2
73.8,77.0,53.9,1.1,8.5,1.6,8.0
77.5,78.0,110.6,4.9,19.4,0.2,24.0
83.3,84.2,69.5,1.5,5.1,1.3,24.4
79.5,86.6,86.9,0.7,21.3,5.2,34.4
73.3,74.8,60.1,2.2,6.9,4.2,16.8
79.5,81.1,109.0,4.2,14.6,0.5,24.0
84.2,85.4,51.5,2.1,6.2,2.0,41.2
93.2,99.1,89.0,1.9,17.6,0.4,15.2
76.9,80.5,128.5,2.0,13.3,5.2,8.0
78.7,85.2,96.2,1.5,19.9,6.0,28.4
81.5,82.3,106.0,1.1,0.3,2.2,35.6
72.6,72.6,81.2,2.3,7.3,2.9,38.8
75.4,74.1,69.6,2.8,4.7,0.1,32.8
79.7,80.0,72.8,1.6,0.8,4.4,17.2
78.5,80.6,54.6,3.3,14.9,3.3,27.6
76.8,82.3,104.7,1.6,16.3,4.3,26.8
81.3,81.5,78.9,1.4,0.0,1.0,43.6
88.5,91.9,101.2,1.1,6.9,2.7,18.0
66.8,64.5,78.4,3.4,0.9,1.3,10.8
78.2,79.0,54.2,1.6,5.6,2.5,15.2
83.2,86.2,57.3,2.1,13.7,0.5,42.4
81.3,81.9,125.8,1.3,2.1,0.4,30.4
98.6,101.2,122.8,3.9,14.7,0.4,14.0
85.4,90.2,146.7,1.7,5.7,3.5,26.8
68.2,72.4,103.1,0.4,12.7,5.9,44.4
83.5,82.5,56.9,2.5,0.7,4.4,27.2
78.5,83.0,104.3,1.5,17.6,1.7,40.8
80.5,83.0,67.7,1.4,17.4,1.6,17.2
82.4,84.4,156.3,4.0,16.7,2.2,32.4
83.1,81.4,67.5,3.9,2.9,4.7,23.6
83.0,84.0,97.8,3.9,7.1,2.0,47.2
76.5,77.1,70.3,1.5,0.3,4.4,31.2
99.5,100.3,60.1,2.5,2.8,3.7,18.8
79.0,81.4,111.0,0.9,12.1,1.2,30.4
76.3,79.8,91.7,0.9,6.5,6.0,11.6
83.6,92.0,54.7,1.7,21.1,5.2,14.8
84.1,85.0,111.1,1.0,2.8,0.7,20.4
86.6,87.5,61.4,3.2,14.8,2.6,22.4
57.0,65.9,99.9,1.1,21.5,0.9,22.4
74.7,79.3,62.1,4.8,17.7,4.6,23.2
82.2,81.8,103.0,2.3,0.3,5.0,17.6
76.1,78.1,59.4,0.6,6.7,1.8,26.8
85.5,88.1,63.6,4.3,19.4,4.2,20.0
84.3,87.8,108.8,5.2,19.8,1.6,25.6
74.8,79.7,123.6,1.3,13.7,4.2,16.0
75.0,78.6,111.4,4.5,17.9,5.0,27.6
71.4,73.0,85.8,3.3,12.0,2.1,34.8
89.0,89.4,59.0,3.7,7.7,5.4,8.4
89.6,91.9,115.9,1.9,8.6,2.3,4.0
76.2,79.3,87.3,2.0,14.3,4.7,16.8
65.0,67.0,160.3,1.1,1.0,3.5,22.0
70.1,68.3,86.0,4.8,8.7,1.6,12.4
70.3,73.5,93.5,1.8,20.0,0.4,24.0
79.0,88.3,127.0,0.7,18.1,3.9,18.4
87.0,86.6,92.7,1.7,1.4,0.7,27.2
78.2,80.9,96.4,1.8,10.8,1.9,18.0
72.3,77.1,68.3,2.5,13.3,4.3,48.0
75.4,80.1,83.2,1.3,11.4,5.5,24.0
85.4,84.4,87.6,2.7,0.4,4.3,31.2
88.5,89.0,107.5,2.6,4.6,0.2,18.8
89.8,91.2,73.0,1.1,11.4,5.1,6.4
74.0,78.3,128.0,2.2,13.3,0.8,34.0
85.0,89.6,111.4,2.3,15.0,4.5,18.8
71.8,72.8,124.6,2.4,1.1,1.1,40.4
71.2,72.9,119.9,1.4,5.7,4.7,31.2
83.4,88.3,120.9,1.0,7.3,2.8,44.0
71.7,79.3,78.0,1.0,20.6,4.9,28.0
66.2,68.6,103.4,1.9,10.1,1.7,15.6
91.8,94.5,104.3,4.5,14.9,1.1,18.8
77.2,80.4,130.8,3.5,4.0,4.7,37.2
81.3,81.5,80.0,1.5,0.8,1.3,21.2
73.4,75.9,78.6,3.3,14.2,5.2,10.8
80.1,83.6,80.8,1.8,18.4,1.0,15.6
78.3,83.1,88.1,2.6,20.5,4.0,24.4
86.0,84.9,79.7,2.2,0.7,1.8,30.0
75.0,77.1,119.1,1.0,5.8,0.5,25.6
91.7,95.2,68.1,1.9,17.3,1.3,48.8
77.3,78.3,125.1,4.3,5.7,0.5,24.4
84.2,86.1,60.9,1.6,2.6,6.0,30.4
77.5,83.7,61.2,2.3,16.3,1.8,22.0
87.0,84.8,86.5,3.8,1.1,1.0,28.4
80.7,82.0,129.1,1.7,2.1,3.9,42.8
100.0,98.0,93.5,4.4,0.3,0.2,34.8
84.4,87.2,82.2,1.9,17.7,0.9,23.6
75.8,76.9,134.2,2.5,9.3,4.3,26.0
77.2,76.4,90.8,4.6,9.1,0.6,31.6
74.9,81.6,77.4,0.7,21.7,0.5,47.2
67.3,71.6,77.0,1.5,18.2,2.0,16.0
77.5,80.6,135.2,3.2,9.8,1.7,26.8
68.9,73.4,159.5,1.4,15.6,4.6,12.8
85.5,89.7,132.8,2.5,14.2,2.2,24.4
71.0,73.6,90.9,1.3,14.1,0.6,33.6
78.3,85.4,145.6,0.5,20.5,0.7,19.6
67.0,71.9,140.2,1.4,17.4,0.5,33.6
66.6,72.5,65.5,3.7,21.1,3.2,42.0
70.9,74.7,58.8,2.2,16.0,2.3,10.4
72.5,76.1,107.5,0.3,9.0,3.0,54.4
77.7,79.4,78.3,2.7,3.1,3.5,33.2
79.2,79.7,102.3,2.0,0.3,0.9,22.0
83.3,85.1,121.6,0.1,0.1,0.8,13.6
85.0,89.2,56.3,2.9,21.8,1.4,13.6
82.6,85.6,69.7,2.1,14.3,5.9,21.6
98.4,96.2,64.4,5.2,4.0,4.0,43.6
96.4,96.7,97.7,1.5,5.3,0.5,22.0
98.2,101.4,96.0,1.6,8.6,2.1,13.2
81.6,82.9,71.2,1.3,4.8,4.6,30.4
63.4,68.3,93.3,1.8,18.0,0.5,23.6
90.0,89.5,133.3,3.0,2.9,0.4,12.8
78.7,80.4,118.1,2.8,4.0,0.3,21.6
87.5,90.3,73.6,1.6,6.9,5.0,34.4
90.3,90.6,54.3,3.0,11.2,4.2,10.8
80.9,81.1,63.2,3.4,3.3,4.3,38.8
75.7,78.7,63.6,2.4,16.4,0.1,36.8
84.2,86.0,111.4,1.3,4.4,0.6,43.2
84.3,84.4,83.3,2.2,5.7,0.3,24.4
73.7,77.5,135.6,1.2,13.6,3.1,26.8
72.1,74.9,91.8,1.6,10.8,0.4,29.6
78.9,81.4,60.4,0.8,15.4,1.2,10.8
63.6,64.9,111.7,3.3,19.3,3.2,25.6
81.0,82.6,99.6,3.5,12.7,0.1,19.6
76.9,77.5,81.2,5.1,12.0,5.7,26.0
67.7,69.9,90.3,2.0,15.8,0.6,26.8
71.5,77.0,86.2,1.5,21.5,5.9,20.8
95.3,95.3,92.7,1.8,0.3,0.6,12.8
84.5,86.0,73.9,3.0,8.6,2.1,22.0
57.0,64.1,51.3,2.9,17.2,1.9,34.4
75.5,79.2,129.5,3.8,20.4,4.7,28.4
75.3,76.2,76.9,2.9,11.5,2.3,17.2
87.8,89.5,97.5,0.3,0.2,5.4,33.6
65.6,68.5,100.8,2.1,8.5,4.1,48.0
94.9,95.3,78.6,2.4,2.9,4.7,30.8
84.3,84.7,94.8,1.7,6.5,1.0,14.0
85.9,86.4,79.7,1.3,0.8,2.3,21.6
81.1,84.1,109.8,2.9,14.7,5.1,43.6
72.1,79.8,160.7,1.5,10.9,1.3,18.0
71.2,78.4,59.3,1.3,21.6,5.8,28.8
89.8,88.7,97.7,3.1,0.1,3.6,21.2
77.8,84.0,74.0,2.5,20.9,4.6,23.2
75.3,80.7,61.8,3.3,20.2,3.2,34.4
87.2,86.5,93.6,3.5,5.4,3.9,40.4
84.3,85.4,53.4,3.2,12.1,1.0,38.8
81.7,79.7,84.1,4.3,1.1,1.0,40.0
86.4,82.3,71.7,4.7,0.9,2.0,20.8
92.9,96.0,86.8,3.9,15.5,4.2,24.0
75.7,81.3,91.1,1.9,14.6,4.8,15.2
66.4,68.8,102.0,3.8,13.9,4.3,44.4
76.2,77.7,54.7,4.0,15.6,2.3,23.6
80.6,83.1,85.8,3.6,18.5,0.4,27.6
82.8,83.0,57.0,1.1,2.1,2.1,16.8
64.2,64.6,129.7,3.9,9.8,0.3,27.2
66.0,68.0,70.1,1.3,4.8,5.7,20.4
76.1,83.9,52.0,0.8,20.4,4.2,26.8
80.8,79.3,53.0,2.7,1.1,1.1,27.6
84.9,91.0,90.6,1.8,19.1,2.3,33.2
83.5,81.8,97.1,3.1,2.0,0.9,32.0
81.9,80.6,50.7,3.1,0.5,0.3,27.6
76.9,79.1,68.6,5.1,13.7,5.4,23.2
84.3,87.0,96.5,4.6,20.8,2.1,19.6
70.2,72.3,88.1,1.8,6.7,3.4,22.4
86.8,88.9,74.0,1.9,19.7,0.5,18.8
92.3,96.0,82.5,3.0,16.4,0.4,18.4
76.1,81.1,63.4,2.0,21.1,0.7,21.2
73.7,76.2,84.4,1.0,20.9,3.8,30.8
80.0,84.4,86.8,2.2,22.0,4.2,15.6
83.7,84.8,116.1,1.5,2.5,1.3,23.6
81.8,84.9,91.7,2.8,19.4,1.3,20.8
72.2,78.3,94.7,1.6,17.0,5.7,30.8
82.2,83.6,87.0,1.5,6.0,5.1,14.8
80.2,80.5,59.1,2.0,5.2,1.8,48.0
75.2,75.5,72.9,3.5,8.7,4.3,11.2
74.2,77.6,100.8,3.0,18.2,1.4,4.4
79.1,82.1,153.8,3.2,14.9,3.7,17.2
68.5,69.4,61.9,2.5,8.7,2.3,30.4
86.4,86.8,119.4,2.4,2.4,2.0,10.8
66.2,73.5,123.6,0.6,16.4,4.5,12.0
66.9,65.9,52.0,2.4,4.7,1.4,14.8
78.6,83.1,86.4,2.2,12.8,4.8,20.4
76.3,76.5,83.4,1.3,0.1,0.5,40.8
102.4,101.5,86.9,4.7,7.7,0.4,35.6
74.4,78.6,81.1,2.0,14.0,4.3,13.2
84.5,88.1,98.9,0.2,12.4,3.1,17.6
98.4,98.1,55.9,3.1,0.1,3.8,28.8
87.9,86.7,68.6,2.3,0.8,2.5,33.2
78.6,80.1,55.2,2.9,16.0,3.5,13.6
80.5,83.7,104.5,1.7,10.0,4.7,15.6
80.4,85.9,96.9,2.0,20.3,5.1,30.8
90.0,90.3,97.0,2.6,14.1,0.1,32.0
88.5,89.0,92.0,2.3,2.3,4.8,37.6
78.7,85.9,120.0,2.3,20.6,2.9,31.2
81.9,86.4,58.4,2.2,19.3,2.7,24.0
87.0,86.1,81.7,3.3,3.6,0.4,38.4
78.1,84.6,53.4,3.1,21.9,0.6,31.2
79.4,78.5,95.8,5.4,8.1,0.6,18.8
76.3,80.4,74.0,2.0,16.5,2.2,24.0
85.1,91.4,155.7,1.6,20.8,0.3,22.0
82.9,89.1,59.9,1.5,18.6,5.6,9.2
86.5,85.0,96.4,2.1,0.2,0.4,16.4
82.5,78.6,95.1,4.1,1.3,1.3,3.6
79.4,83.7,99.7,1.0,16.3,0.3,23.6
84.5,81.9,141.4,3.6,0.1,0.4,19.6
94.2,93.9,54.7,2.6,3.2,0.8,21.2
72.7,77.7,56.8,1.8,15.8,1.1,18.0
78.7,80.7,100.6,3.8,11.6,0.6,8.8
80.5,83.8,71.3,1.7,21.2,0.3,12.8
70.3,74.8,104.6,1.5,20.3,1.6,36.4
91.4,93.1,56.6,1.6,7.7,5.9,31.2
90.3,90.4,121.0,3.7,2.1,0.5,25.6
76.1,83.1,102.8,2.2,15.4,4.8,32.8
81.6,83.0,91.6,1.5,2.5,3.9,40.4
75.1,78.3,64.4,2.3,21.0,5.6,24.0
76.7,77.6,53.0,0.2,2.3,0.8,21.2
78.4,80.4,59.2,1.7,7.0,4.7,20.0
70.1,71.1,112.8,1.9,0.1,4.5,12.8
62.4,68.1,118.7,1.1,10.4,3.7,24.0
70.5,73.7,76.7,1.8,14.1,0.3,32.0
76.4,80.9,135.5,4.3,9.7,3.6,44.4
99.4,101.1,108.3,4.7,15.6,1.2,36.4
83.1,88.7,51.1,2.2,22.0,0.5,9.2
74.7,75.6,117.5,2.3,7.8,0.7,20.0
75.5,79.9,118.9,3.3,16.7,0.6,11.2
70.6,75.7,131.9,3.0,21.5,3.6,39.2
88.5,90.9,105.1,2.9,8.7,0.3,38.4
72.4,73.7,135.4,1.7,0.9,0.6,40.0
99.7,101.3,105.2,2.7,14.4,1.5,22.0
87.9,92.1,123.1,2.7,16.4,0.5,23.6
69.1,73.3,56.0,1.7,12.2,2.1,25.2
75.8,82.0,70.8,1.2,14.3,5.5,26.8
79.0,82.3,129.6,1.2,16.5,4.4,16.8
73.2,78.6,139.2,2.9,20.4,0.9,25.6
97.6,98.0,104.1,1.3,0.2,1.7,33.2
77.4,82.7,155.8,1.9,19.7,2.0,11.6
73.4,74.1,72.9,0.5,1.3,0.9,28.0
76.9,79.1,76.8,2.9,8.7,5.1,32.4
86.7,89.3,78.9,1.8,5.8,6.0,10.8
101.2,98.6,82.3,3.0,0.2,0.8,23.6
65.7,70.7,99.5,1.4,17.0,0.3,24.4
90.8,93.2,92.6,3.3,16.3,0.8,30.8
80.2,79.7,54.8,2.3,2.4,2.1,34.4
92.1,91.5,98.4,2.9,4.5,0.3,30.8
87.0,87.6,121.1,0.9,4.4,0.8,16.8
87.2,91.4,134.9,1.6,14.0,1.7,18.4
94.4,97.6,89.9,2.2,16.0,0.2,14.8
77.2,81.2,83.1,2.5,13.4,1.7,22.0
70.1,73.4,101.0,2.6,21.3,0.8,28.8
78.9,85.9,108.2,1.6,18.3,1.3,40.0
85.7,86.9,106.8,1.5,0.9,3.6,22.8
87.9,85.7,54.7,3.6,1.5,0.5,14.4
96.7,98.6,70.8,0.1,5.8,4.1,23.2
93.9,96.8,132.8,1.4,9.3,3.9,13.6
69.7,75.2,87.6,2.2,18.7,2.4,14.0
99.8,100.7,119.5,3.3,7.9,1.3,37.2
102.3,100.3,105.1,3.1,0.7,0.5,21.2
86.5,87.2,73.5,3.0,7.9,0.3,19.2
90.3,93.7,92.2,1.8,8.7,2.1,18.4
74.8,80.9,125.7,2.4,14.0,3.2,34.0
79.6,79.7,84.1,2.9,6.2,0.2,37.6
82.1,85.4,85.3,1.4,11.1,0.5,32.8
77.7,79.1,51.7,3.0,3.4,5.9,20.0
64.0,66.4,77.2,3.3,12.9,4.0,28.8
72.9,75.3,99.7,2.1,12.9,0.4,24.8
84.5,85.2,131.3,3.3,8.0,1.3,32.4
96.4,98.1,85.0,2.6,3.0,5.0,32.8
59.6,65.2,80.7,1.6,15.4,4.4,11.2
82.0,84.3,124.1,3.0,5.5,0.5,30.0
88.0,87.2,77.2,2.4,4.4,4.0,48.4
78.1,81.7,94.8,1.6,14.4,0.8,14.0
79.8,80.7,74.1,2.8,7.7,4.1,22.4
67.0,68.8,99.0,4.9,8.3,0.6,8.4
84.9,85.4,71.8,1.1,1.0,1.4,27.6
82.4,80.9,80.0,3.1,0.1,0.8,36.4
78.2,80.2,51.3,1.9,8.7,5.6,20.8
75.1,80.4,122.6,2.3,14.4,4.4,9.2
74.2,75.0,83.3,2.6,8.2,0.4,12.8
91.1,95.8,99.2,2.8,15.8,0.3,20.8
79.1,82.7,62.5,2.7,16.0,5.6,27.6
91.3,93.0,84.4,1.8,4.8,2.1,16.0
85.7,87.6,67.1,4.1,17.6,0.4,36.4
75.8,78.9,52.2,2.9,15.8,2.9,34.8
83.4,83.6,113.3,4.3,22.0,1.8,41.2
83.3,82.9,102.6,1.4,0.6,1.5,46.0
88.3,92.0,133.1,1.3,8.9,0.7,48.4
84.8,87.5,92.3,4.2,11.7,2.7,29.2
89.1,92.5,74.5,1.4,9.1,4.8,50.4
86.3,90.1,110.5,1.9,14.2,0.8,43.6
82.7,81.7,93.9,2.8,1.3,0.5,32.0
90.4,87.8,83.9,4.9,4.5,0.4,38.8
80.5,80.6,64.2,2.7,6.3,0.8,34.8
86.2,86.9,62.0,2.0,3.9,2.4,22.4
76.7,79.2,75.3,1.9,5.4,5.9,18.8
75.4,75.4,125.6,2.5,0.2,1.3,27.6
81.8,84.8,139.4,0.7,8.7,0.5,34.4
80.0,85.2,91.4,1.3,16.6,0.4,54.4
80.3,83.4,71.3,1.3,13.6,1.0,35.2
75.2,80.6,116.5,1.5,12.8,5.3,28.0
84.8,84.3,108.9,5.3,8.3,1.3,20.4
93.8,96.4,115.5,3.6,18.1,5.0,32.0
77.1,81.6,122.4,1.6,12.7,3.0,47.2
76.8,73.7,60.5,3.7,6.0,0.4,6.4
70.7,79.8,116.2,1.6,20.6,2.1,36.0
84.8,86.9,58.9,2.7,10.6,4.2,12.0
73.7,72.1,80.0,3.6,7.1,1.7,31.2
81.6,84.4,63.7,1.5,10.4,2.1,24.4
83.7,83.9,81.2,3.7,8.3,0.3,35.6
82.7,89.4,101.8,1.5,15.6,0.7,49.2
83.9,90.1,99.4,2.7,21.5,4.4,52.4
87.3,87.6,85.4,2.0,3.9,3.9,11.2
83.6,85.5,121.6,2.6,1.0,0.5,32.8
79.7,79.8,70.4,2.7,15.1,4.8,36.0
76.8,80.2,71.8,3.4,22.0,0.7,18.8
80.3,81.8,119.3,4.5,20.4,0.2,13.6
75.6,81.5,93.4,1.2,19.7,3.2,40.4
83.9,84.8,88.6,1.9,2.8,4.0,41.6
75.1,75.7,102.2,2.2,6.4,0.4,17.2
82.2,81.1,63.3,2.7,0.2,0.9,17.2
77.1,75.1,79.9,5.3,16.7,2.0,11.2
90.6,91.6,85.8,1.3,1.9,0.2,40.0
72.7,69.9,78.1,4.4,0.3,5.2,5.2
79.8,79.9,64.4,4.8,8.9,3.6,44.4
77.3,82.2,74.1,3.0,19.1,4.2,14.0
95.5,97.5,98.3,2.5,8.8,3.9,9.2
83.0,85.0,61.8,1.9,5.1,0.2,31.6
85.2,87.7,74.1,2.0,11.0,0.9,23.6
82.0,84.7,84.7,1.1,14.0,0.8,16.4
74.4,76.3,103.4,2.3,10.0,1.3,23.6
74.7,79.3,123.3,1.6,9.7,5.2,14.4
73.5,80.2,122.5,0.7,18.8,0.4,5.6
75.8,82.7,90.1,2.3,21.6,1.1,29.2
73.2,74.5,104.0,3.1,5.7,0.6,15.2
79.5,82.6,73.7,3.9,18.0,4.2,12.0
96.0,101.5,63.5,1.7,21.7,1.9,52.0
76.4,75.7,63.0,3.9,7.9,1.1,37.6
78.5,81.1,56.5,4.0,13.9,3.9,27.2
83.6,84.6,113.2,1.9,4.1,2.2,44.8
89.7,92.5,87.5,1.8,10.6,4.7,38.8
92.2,95.4,106.3,0.4,3.1,0.7,30.0
77.7,77.4,68.3,1.0,0.3,0.5,12.4
68.3,76.2,145.1,1.9,17.0,0.9,31.6
77.9,77.0,95.9,3.6,3.9,4.7,21.6
93.8,99.0,117.3,1.4,17.9,0.6,22.4
81.4,84.4,105.1,3.4,19.4,0.7,9.2
77.7,79.2,111.4,3.3,5.0,0.9,35.6
87.1,89.0,120.2,3.5,15.8,0.6,42.0
75.0,78.5,138.2,3.1,13.1,0.4,41.2
79.0,82.9,100.6,2.0,21.2,1.2,26.8
72.2,74.3,95.0,0.8,8.1,0.5,23.2
96.3,98.9,61.3,2.7,10.3,1.5,43.6
75.3,76.7,120.6,0.4,0.1,0.6,18.4
74.1,76.4,86.5,2.9,6.5,5.8,12.0
63.9,66.2,114.2,1.8,8.5,2.3,31.6
89.6,93.9,61.9,4.5,20.3,2.6,11.6
73.8,74.7,61.5,3.5,19.3,0.6,19.2
76.5,77.0,80.3,4.6,6.8,1.7,34.0
73.4,77.6,77.5,1.3,13.0,5.2,44.8
82.9,83.6,84.6,3.6,11.7,1.6,34.0
86.8,85.8,98.9,3.6,0.1,4.1,22.4
74.1,76.6,97.4,3.5,18.6,4.4,32.4
77.7,77.1,83.3,1.7,0.5,0.7,32.0
85.6,86.1,131.5,2.4,3.0,0.4,15.2
84.8,85.9,60.1,3.7,6.2,4.6,42.8
77.2,78.4,109.5,2.1,0.1,2.1,37.2
85.3,87.4,114.3,1.7,6.2,4.0,22.8
73.3,81.0,58.1,2.0,19.7,1.9,11.6
63.9,67.2,69.3,3.2,22.1,1.5,12.4
91.8,95.2,56.5,2.1,20.8,0.3,24.8
85.4,87.4,80.8,1.8,7.6,4.5,21.6
85.9,88.0,52.8,1.2,11.8,1.3,12.4
72.7,71.7,91.4,2.7,1.9,0.2,32.0
77.1,84.8,67.7,1.5,20.8,1.0,41.2
87.1,88.0,107.8,1.2,0.8,1.0,43.2
73.1,76.7,123.0,2.4,20.8,0.2,13.2
99.2,100.1,79.9,1.6,0.0,4.0,32.8
92.6,90.6,102.0,3.5,0.8,1.6,34.4
76.9,78.9,124.2,2.9,7.7,0.6,39.6
77.0,78.8,118.8,3.5,11.5,4.9,37.6
74.6,77.6,117.9,1.0,9.7,1.0,19.6
74.6,73.9,152.9,4.2,0.3,5.1,7.6
71.2,69.5,55.0,1.9,0.7,0.1,18.8
80.9,81.9,112.3,4.3,6.4,5.3,22.4
89.1,91.7,82.4,3.6,15.7,0.6,26.4
73.9,75.8,82.6,2.8,18.8,2.3,25.6
83.7,85.3,102.9,1.1,6.4,0.5,25.2
82.6,83.6,98.9,2.9,7.2,0.7,35.2
87.1,85.4,132.7,4.3,1.0,1.0,35.2
84.7,86.2,110.5,1.9,7.0,1.3,34.8
90.4,94.2,75.1,1.3,18.5,0.8,9.6
83.8,83.0,79.4,2.5,0.1,0.6,21.6
67.1,70.5,53.6,1.7,15.1,2.0,24.4
74.3,73.0,54.8,2.5,0.2,0.4,13.6
85.9,90.2,74.3,4.4,22.1,3.1,6.8
66.4,70.0,122.7,1.6,14.1,1.8,17.2
93.9,94.2,93.0,2.9,5.6,5.7,52.4
73.1,72.6,88.9,1.7,0.1,1.1,11.6
88.5,94.8,111.4,1.4,20.2,5.7,36.4
74.9,77.6,83.6,2.8,10.3,5.2,22.0
65.9,68.9,80.8,4.6,19.0,0.5,21.2
76.1,80.5,119.6,2.6,18.3,2.7,34.8
90.2,91.6,105.2,0.9,9.4,1.0,28.4
79.3,84.0,71.8,1.0,17.5,4.5,28.8
71.5,75.6,62.3,3.7,19.9,3.5,12.8
79.2,80.5,60.3,5.4,8.5,3.1,7.2
72.9,77.0,114.2,0.6,10.6,0.7,11.6
72.7,78.3,59.9,1.6,19.6,3.1,7.6
79.8,83.2,86.3,1.1,11.6,4.6,31.6
87.3,87.5,105.0,1.6,2.7,0.5,14.4
71.4,70.2,105.9,3.3,0.1,0.9,25.6
68.8,73.0,99.3,2.0,20.2,0.1,12.8
80.3,83.5,64.3,1.9,14.7,0.2,29.6
81.4,79.9,57.0,2.8,0.9,2.1,22.4
76.5,80.8,54.8,1.9,15.0,3.9,30.4
80.5,84.8,110.2,1.1,15.7,1.4,13.6
87.3,85.0,51.7,4.7,1.4,3.8,28.0
79.7,78.5,59.1,2.7,3.2,5.0,38.4
72.3,76.7,71.5,2.5,13.6,2.7,23.2
83.8,88.5,101.8,2.4,21.9,1.1,22.0
76.5,80.2,71.1,4.2,18.9,4.4,14.8
71.1,71.1,75.5,2.9,12.0,1.8,26.0
88.3,93.2,80.0,3.8,20.1,2.7,10.4
85.2,84.3,51.0,2.6,0.1,5.5,16.8
79.2,85.5,93.0,1.2,17.6,2.8,14.8
81.2,84.6,106.3,3.4,7.8,3.9,26.8
78.5,77.1,97.7,2.4,0.8,1.9,14.4
76.2,78.0,95.5,2.9,16.4,1.0,13.6
83.4,85.1,91.2,3.3,9.6,0.6,19.6
83.0,86.3,85.9,1.8,9.0,0.4,54.0
58.7,65.0,144.1,2.2,20.6,1.8,20.8
89.7,90.9,94.6,1.4,4.4,3.1,36.4
82.9,88.0,119.0,1.6,10.6,1.0,36.8
70.6,72.5,76.5,2.7,16.0,3.7,22.8
76.0,77.4,141.2,3.1,7.3,0.1,39.2
66.3,66.9,84.7,3.2,9.3,2.5,8.4
78.9,86.7,121.4,1.9,16.0,1.7,17.2
73.5,74.9,112.5,2.6,5.2,4.4,24.8
82.2,84.0,75.2,1.0,8.1,1.7,14.0
90.1,95.0,105.6,1.5,12.2,4.7,27.6
75.1,78.1,128.0,1.7,10.1,0.5,30.4
82.6,83.2,118.1,1.5,0.1,4.7,36.4
101.2,101.7,104.2,1.3,0.9,3.1,28.4
