lifespan,genetic,length,mass,exercise,smoking,alcohol,sugar,bmi
76.6,81.1,180.0,60.7,1.9,11.3,5.7,26.8,18.734567901234566
84.9,83.4,181.0,52.6,1.9,0.4,0.9,10.8,16.055675956167395
74.7,78.3,198.0,102.0,3.9,14.2,0.3,30.0,26.017753290480563
72.7,75.9,178.0,56.3,3.7,20.9,2.8,11.6,17.769221057947227
79.8,80.6,169.0,69.5,2.6,13.4,0.4,33.2,24.333881866881416
81.6,81.5,181.0,117.8,3.8,0.6,5.0,20.4,35.95738835810872
78.3,76.7,183.0,87.7,5.4,19.1,0.3,6.4,26.187703425005225
77.7,78.4,183.0,109.4,1.5,0.9,3.5,22.4,32.667443040998535
76.0,79.6,179.0,124.3,1.7,13.0,0.3,15.2,38.7940451296776
77.6,79.8,198.0,52.4,1.2,6.0,2.5,22.8,13.36598306295276
77.1,76.0,163.0,93.6,3.8,0.5,0.6,29.6,35.229026308856184
82.4,81.7,167.0,73.5,1.9,0.3,4.4,21.2,26.354476675391734
80.2,80.8,178.0,75.5,3.0,9.7,0.6,33.2,23.829061987122838
87.5,85.7,192.0,102.0,4.1,0.0,5.1,18.0,27.669270833333336
90.1,92.8,201.0,57.9,3.6,9.2,0.6,24.4,14.331328432464547
80.7,80.7,191.0,88.0,1.5,0.1,3.5,15.2,24.12214577451276
70.0,75.1,174.0,122.8,1.1,11.5,2.5,21.6,40.5601796802748
70.4,73.3,162.0,87.2,1.7,8.8,4.3,40.8,33.22664228014022
80.3,82.9,177.0,93.0,4.3,18.3,0.3,14.4,29.68495643014459
80.2,84.6,189.0,124.1,1.6,18.7,2.0,44.8,34.74146860390247
83.4,84.4,182.0,79.4,4.2,12.7,0.5,26.0,23.970534959545947
87.0,90.2,178.0,98.0,3.1,13.3,0.2,25.2,30.930438076000502
83.5,89.8,179.0,113.1,1.9,19.1,4.6,36.8,35.29852376642427
72.7,77.1,183.0,63.9,1.6,19.7,0.4,10.8,19.080892233270625
69.9,73.8,182.0,140.3,2.7,11.3,1.8,31.6,42.35599565269895
81.5,83.8,173.0,122.0,1.0,1.2,5.0,29.6,40.76313942998429
65.3,73.6,169.0,67.9,1.4,20.2,1.6,43.6,23.773677392248175
87.2,88.9,204.0,107.8,2.4,6.0,2.5,36.0,25.903498654363705
85.2,88.5,186.0,95.1,3.7,15.1,5.3,34.8,27.48872702046479
59.6,67.0,192.0,93.9,0.8,19.5,0.5,38.8,25.472005208333336
72.0,72.8,186.0,120.6,1.5,0.7,2.4,21.2,34.859521331945885
93.0,93.4,191.0,132.1,1.4,0.7,1.1,16.4,36.21063019105836
80.8,80.0,214.0,108.9,4.2,2.3,2.7,43.2,23.779369377238186
72.5,71.9,185.0,116.6,4.2,5.9,0.8,31.2,34.06866325785244
93.8,94.0,198.0,78.5,1.8,0.1,1.0,25.2,20.023466993163964
86.7,87.5,176.0,57.9,2.3,6.0,1.2,37.6,18.691890495867767
78.4,77.0,194.0,79.9,4.6,10.4,0.4,23.2,21.22967371665427
86.7,90.4,172.0,60.2,1.8,8.4,3.7,44.0,20.348837209302328
69.6,67.9,169.0,81.2,3.7,0.9,5.6,26.0,28.43037708763699
68.1,71.3,181.0,130.6,1.0,6.4,0.9,26.4,39.86447300143463
63.7,65.4,176.0,65.7,2.8,12.4,2.7,28.8,21.209969008264466
74.0,82.4,164.0,106.2,0.8,19.9,0.2,33.6,39.485425342058306
67.8,69.3,196.0,58.0,3.3,8.1,5.2,15.2,15.097875885047898
72.5,76.8,173.0,55.5,2.3,21.7,4.7,17.6,18.54388719970597
80.9,81.2,191.0,98.1,2.0,7.0,2.1,14.4,26.890710232723883
75.5,79.7,185.0,91.7,4.5,20.3,1.2,40.0,26.793279766252738
72.6,77.8,183.0,58.4,2.9,14.3,0.4,21.2,17.438561915852965
76.0,77.0,189.0,92.8,2.6,11.2,5.0,17.6,25.979115926205875
82.8,82.2,195.0,79.0,3.6,5.3,0.8,30.8,20.77580539119001
81.9,82.2,179.0,84.4,0.4,0.0,1.1,10.8,26.34125027308761
96.4,97.7,189.0,89.6,1.6,3.2,3.4,40.0,25.083284342543603
81.7,85.0,172.0,91.3,1.9,12.5,4.5,22.0,30.861276365603032
84.1,83.3,174.0,84.6,2.1,0.0,0.8,26.8,27.942925089179546
63.1,69.2,199.0,83.7,1.7,21.9,3.8,16.4,21.13582990328527
79.8,81.7,175.0,64.3,1.9,7.6,1.9,50.0,20.99591836734694
73.9,78.1,186.0,140.0,3.8,13.6,5.1,22.0,40.46710602381778
83.8,86.4,183.0,101.7,3.1,20.9,1.5,22.0,30.36818059661381
85.3,86.4,170.0,108.0,1.2,0.9,3.2,17.2,37.37024221453288
74.3,76.3,177.0,61.0,2.1,6.5,5.2,19.6,19.4707778735357
70.3,72.3,184.0,96.5,5.3,15.4,0.8,29.2,28.50307183364839
76.0,82.0,170.0,69.4,0.8,17.6,0.8,34.4,24.01384083044983
74.5,77.4,196.0,98.3,2.6,18.9,3.5,20.8,25.58829654310704
74.4,77.0,171.0,84.7,1.6,11.0,4.7,27.2,28.96617762730413
85.2,87.3,163.0,81.8,1.2,3.7,5.6,18.0,30.78776017162859
82.1,82.9,204.0,67.8,2.1,2.4,3.2,48.8,16.291810841983853
75.9,80.3,167.0,109.9,1.5,11.0,4.4,31.6,39.406217505109545
74.5,74.1,197.0,104.7,2.0,1.6,0.8,18.8,26.97827823443016
92.1,96.8,207.0,143.3,1.6,18.0,0.6,30.0,33.443020840626396
71.3,73.2,195.0,86.9,2.2,4.0,4.0,42.0,22.85338593030901
83.8,85.8,189.0,83.7,2.8,7.2,4.2,26.4,23.43159486016629
83.0,85.4,172.0,74.2,2.1,13.0,4.0,10.8,25.081124932395895
73.5,77.1,172.0,96.1,1.6,17.2,5.7,16.4,32.48377501352083
80.9,79.5,196.0,95.7,2.8,1.9,0.2,23.2,24.911495210329033
73.1,77.1,180.0,92.0,1.1,20.8,5.5,26.0,28.39506172839506
79.4,78.1,208.0,100.7,5.3,5.6,3.8,33.6,23.27570266272189
101.7,101.0,175.0,58.0,3.5,1.0,4.2,23.6,18.93877551020408
86.7,93.6,156.0,129.0,2.0,15.6,0.8,15.6,53.00788954635108
76.8,81.0,167.0,72.0,0.7,9.2,2.3,22.0,25.816630212628635
83.7,85.1,186.0,107.3,0.8,6.9,0.7,19.2,31.015146259683195
81.7,82.4,190.0,82.7,5.3,18.0,1.1,42.4,22.90858725761773
89.9,93.4,205.0,136.2,2.1,10.9,4.7,25.2,32.40928019036288
60.5,63.9,189.0,74.8,1.9,18.8,0.7,24.4,20.940063268105597
60.5,65.0,172.0,102.2,1.0,10.0,1.7,42.8,34.54570037858302
80.9,81.5,191.0,82.5,4.3,10.4,1.7,20.8,22.614511663605715
73.4,74.8,193.0,105.1,1.4,4.8,1.2,21.6,28.215522564364143
82.7,80.3,197.0,123.5,3.7,0.1,0.5,29.6,31.822515395913317
83.9,88.2,187.0,128.1,2.6,16.7,0.7,24.8,36.63244588063713
74.9,77.0,169.0,107.7,3.7,11.4,1.8,27.6,37.70876369875005
74.3,80.7,178.0,65.2,2.3,19.0,0.2,50.8,20.57820982199217
76.7,79.7,190.0,77.2,1.6,18.9,0.5,34.0,21.385041551246537
74.5,78.6,163.0,89.5,3.1,17.6,4.1,25.2,33.6858745154127
64.7,65.6,160.0,135.4,2.9,0.3,0.2,20.0,52.89062499999999
77.5,79.7,177.0,81.9,2.9,15.8,5.1,9.2,26.141913243320886
82.0,81.6,192.0,70.6,1.9,3.8,2.8,9.6,19.151475694444443
83.6,83.8,166.0,77.5,2.8,17.0,2.6,12.4,28.124546378284222
86.8,90.8,185.0,117.5,1.8,13.3,4.3,8.0,34.331628926223516
77.8,81.9,178.0,77.2,1.6,12.2,2.0,17.2,24.36561040272693
78.6,79.5,190.0,111.7,1.2,1.7,2.0,23.6,30.941828254847646
91.9,90.7,191.0,123.3,4.0,0.1,5.9,28.8,33.798415613607084
81.6,84.5,185.0,67.5,1.7,16.1,1.2,35.6,19.722425127830533
72.6,79.6,190.0,83.8,1.5,16.1,3.8,31.2,23.213296398891966
79.6,83.3,177.0,84.9,1.9,8.7,4.9,21.2,27.09949248300297
76.6,80.3,180.0,98.7,1.1,14.4,0.8,34.4,30.462962962962962
93.0,91.4,198.0,80.7,4.3,0.1,0.4,21.2,20.58463422099786
79.8,80.6,199.0,95.5,2.2,6.0,0.6,32.8,24.115552637559656
72.6,78.4,185.0,73.7,1.6,14.0,4.4,23.6,21.53396639883126
79.3,78.4,189.0,75.8,2.8,1.0,1.3,44.4,21.220010638000055
79.8,81.1,157.0,89.8,1.5,2.9,0.9,45.6,36.43149823522252
90.7,93.1,189.0,65.0,2.8,19.3,1.1,34.0,18.19657904313989
87.2,89.9,182.0,83.6,1.5,13.8,4.3,48.8,25.23849776597029
72.0,74.6,193.0,82.3,2.0,8.9,4.8,26.8,22.094552873902654
76.1,79.1,182.0,92.3,1.7,9.2,5.8,25.6,27.864992150706435
87.0,88.1,188.0,78.8,1.8,6.6,2.6,30.4,22.295156179266638
83.0,89.9,170.0,137.1,1.7,16.4,4.5,13.2,47.43944636678201
81.9,81.0,187.0,73.9,4.6,12.8,0.5,33.2,21.133003517401125
75.8,82.8,175.0,113.9,3.5,19.8,3.2,16.4,37.19183673469388
78.8,80.0,179.0,82.4,3.2,19.7,1.3,24.4,25.717050029649513
82.8,83.5,186.0,64.0,3.5,9.5,0.2,14.4,18.499248468030984
62.7,65.5,190.0,74.9,1.1,6.3,4.2,28.0,20.747922437673132
87.0,88.9,203.0,74.9,1.3,14.9,2.5,45.2,18.175641243417708
78.2,82.2,160.0,138.0,2.5,5.2,0.1,10.8,53.90624999999999
62.9,77.6,175.0,158.9,0.1,21.7,4.9,34.4,51.885714285714286
80.2,83.5,170.0,143.2,2.9,19.5,0.7,18.8,49.550173010380625
68.4,72.5,197.0,112.8,1.9,12.3,4.9,40.4,29.065422968898964
94.7,93.3,169.0,105.9,4.3,2.5,4.7,22.8,37.078533664787656
80.6,81.6,184.0,93.2,1.6,9.5,2.5,23.6,27.52835538752363
76.4,76.4,188.0,54.7,3.8,3.3,1.2,21.2,15.476459936622907
73.6,77.3,213.0,128.5,3.4,10.5,4.4,20.0,28.323304458991828
79.5,80.2,195.0,98.5,3.0,7.9,3.1,33.6,25.904010519395136
75.1,76.4,171.0,78.8,1.9,0.2,4.6,22.4,26.9484627748709
82.0,85.7,182.0,132.4,2.7,15.4,0.2,19.6,39.97101799299601
76.3,75.1,202.0,72.5,2.6,0.3,4.3,36.8,17.767865895500442
81.1,85.3,190.0,95.1,1.0,18.3,4.4,19.2,26.34349030470914
81.4,84.9,179.0,69.4,1.5,10.1,1.0,19.2,21.659748447301897
86.1,88.0,185.0,98.2,2.4,19.1,0.9,16.4,28.692476260043826
82.7,80.9,179.0,74.8,2.6,1.8,1.0,19.2,23.34508910458475
73.1,77.6,189.0,92.0,1.8,21.2,0.3,19.6,25.755158030290307
78.7,80.4,173.0,119.5,1.3,0.3,4.6,24.0,39.9278291957633
89.2,89.6,191.0,89.6,2.9,6.8,2.8,30.4,24.560730243140263
68.7,66.3,187.0,66.2,4.8,0.9,1.8,44.4,18.93105321856501
82.7,85.0,168.0,134.4,3.5,9.4,1.9,46.4,47.61904761904763
71.0,77.6,182.0,129.7,2.1,17.4,4.9,24.0,39.15589904600893
88.2,88.2,172.0,56.6,3.2,5.3,1.6,22.0,19.131963223363982
84.1,86.4,177.0,94.5,4.2,22.1,3.9,38.8,30.163746049985633
87.7,89.5,175.0,67.6,0.1,4.5,0.8,26.0,22.0734693877551
76.6,80.9,176.0,64.4,0.6,19.2,2.8,37.6,20.79028925619835
82.5,85.8,194.0,51.9,1.3,15.3,3.2,36.8,13.789988309065789
78.3,77.2,201.0,105.5,4.6,1.4,4.5,14.0,26.113215019430218
77.1,86.4,173.0,163.1,4.5,19.3,2.9,22.8,54.49563968057736
85.4,85.7,165.0,84.5,0.9,0.7,1.3,16.8,31.037649219467404
78.9,82.7,193.0,73.0,0.7,18.5,5.1,29.2,19.597841552793366
75.1,77.6,200.0,134.1,1.6,5.5,1.8,27.6,33.525
79.5,80.8,183.0,80.0,2.3,5.9,0.8,12.0,23.888440980620498
83.7,81.0,170.0,65.2,3.9,0.8,1.6,32.0,22.560553633217996
87.7,88.9,192.0,81.1,3.7,11.7,2.7,45.2,21.99978298611111
90.4,88.3,178.0,60.2,2.9,0.2,0.2,22.4,19.000126246686026
85.1,86.5,214.0,107.5,0.7,6.6,2.8,48.8,23.47366582234256
78.3,83.2,163.0,101.3,0.2,18.6,5.4,25.6,38.1271406526403
78.2,79.7,165.0,68.6,0.2,3.8,0.5,21.2,25.197428833792472
90.9,89.5,205.0,135.6,3.6,0.2,2.1,18.8,32.26650803093397
72.1,74.3,179.0,76.3,2.1,9.8,1.8,34.4,23.81323928716332
87.0,84.5,183.0,101.5,3.8,0.4,0.6,20.8,30.308459494162257
75.6,76.9,179.0,88.3,2.2,2.6,4.1,27.2,27.55844074779189
80.7,86.6,194.0,84.4,1.4,20.2,0.7,53.2,22.425337442873847
75.8,77.2,173.0,52.3,3.4,12.4,2.6,25.6,17.474690099903103
87.7,88.4,183.0,84.3,3.3,6.6,4.4,21.6,25.17244468332885
90.2,94.0,169.0,81.2,2.7,19.2,5.2,17.2,28.43037708763699
74.7,76.4,190.0,64.6,4.4,10.0,0.0,30.0,17.894736842105264
83.9,86.1,164.0,86.1,1.7,16.5,0.4,19.6,32.01219512195122
75.4,76.5,165.0,100.7,2.8,16.8,0.0,8.8,36.988062442607905
74.8,77.6,188.0,66.2,0.5,1.5,5.6,34.0,18.73019465821639
75.8,78.2,171.0,60.9,0.4,5.6,2.2,11.2,20.826921103929415
81.1,84.7,175.0,88.0,4.0,18.3,0.3,9.2,28.73469387755102
79.4,83.4,182.0,80.9,1.3,21.4,0.3,21.2,24.423378818983213
71.7,75.6,201.0,93.1,1.4,15.2,0.4,20.0,23.043984059800504
97.8,97.7,169.0,111.1,2.5,2.1,1.1,15.2,38.899198207345684
81.2,80.0,189.0,59.5,1.7,0.3,0.4,13.6,16.65686850872036
97.4,95.1,189.0,88.0,4.3,0.5,3.6,44.4,24.635368550712467
78.4,83.4,180.0,92.6,2.7,13.6,6.0,46.4,28.580246913580243
74.7,77.1,178.0,53.1,1.4,8.7,0.4,41.2,16.759247569751295
79.4,84.9,194.0,91.4,2.3,21.5,2.5,38.0,24.285258794770968
81.0,81.5,208.0,125.5,2.6,5.1,1.3,20.0,29.00795118343195
84.1,86.6,176.0,78.0,1.0,8.0,0.2,36.4,25.180785123966942
78.2,79.6,179.0,113.1,3.8,16.9,3.7,3.2,35.29852376642427
78.1,81.9,208.0,62.7,0.8,12.8,5.2,18.4,14.492418639053254
77.3,76.5,195.0,121.4,4.4,2.3,4.0,22.8,31.926364234056546
79.2,78.0,204.0,92.1,3.8,2.4,0.8,30.8,22.130911188004614
82.0,86.5,168.0,143.2,3.4,11.7,1.6,24.4,50.73696145124717
76.0,79.7,180.0,120.3,1.1,16.1,0.3,13.2,37.129629629629626
76.4,79.5,183.0,130.4,3.5,13.5,3.2,45.6,38.938158798411415
80.3,79.9,185.0,115.9,5.2,7.7,5.3,6.0,33.86413440467494
75.6,75.0,167.0,83.7,1.6,0.7,0.4,24.4,30.01183262218079
63.4,70.2,172.0,156.7,2.6,18.5,5.2,20.8,52.967820443482964
79.7,83.3,202.0,60.6,2.2,13.7,5.4,28.0,14.851485148514852
79.2,84.6,172.0,84.6,2.5,17.9,3.5,45.2,28.59653866955111
81.5,84.1,197.0,58.9,1.3,8.0,4.1,25.6,15.176891958050968
60.9,65.8,175.0,105.9,1.2,16.9,0.6,28.4,34.57959183673469
81.6,81.9,195.0,59.3,4.3,19.4,1.4,27.2,15.59500328731098
74.7,78.7,191.0,105.9,3.9,10.8,4.0,44.8,29.028809517282973
64.3,66.4,173.0,50.9,3.2,18.8,0.1,26.4,17.006916368739347
82.4,82.0,197.0,67.6,4.8,13.3,0.7,34.4,17.41864000618413
85.2,89.6,180.0,98.2,2.4,16.4,0.6,29.2,30.308641975308642
78.3,77.6,210.0,87.3,2.0,2.2,0.6,17.2,19.79591836734694
73.8,78.8,175.0,128.5,1.2,10.6,1.3,30.4,41.95918367346939
86.4,89.4,186.0,159.6,1.1,2.0,2.0,40.8,46.13250086715227
94.0,101.5,195.0,55.6,1.2,21.6,0.5,6.0,14.621959237343853
81.1,79.7,200.0,100.1,5.4,16.0,0.6,10.8,25.025
70.2,75.5,190.0,130.6,2.9,16.4,2.0,38.8,36.177285318559555
65.1,66.6,185.0,52.6,1.8,7.6,1.0,31.6,15.368882395909422
80.0,84.6,184.0,132.1,1.4,17.9,0.1,36.4,39.01819470699432
64.6,69.1,185.0,136.0,1.7,12.4,5.8,46.8,39.73703433162892
90.8,91.6,176.0,99.1,2.8,6.9,4.3,28.0,31.99251033057851
75.6,73.7,195.0,86.7,2.7,0.8,0.3,28.4,22.80078895463511
76.0,78.2,196.0,97.6,1.4,17.2,0.7,29.2,25.406080799666807
77.0,76.6,181.0,54.9,3.0,5.5,0.3,30.0,16.757730228015017
81.5,86.3,181.0,94.4,4.5,16.4,5.1,23.6,28.814749244528556
81.4,79.6,169.0,81.4,4.8,5.4,4.2,8.0,28.500402646966148
75.4,78.8,178.0,125.8,1.7,9.6,2.8,12.0,39.704582754702685
67.0,72.0,156.0,95.7,3.9,21.9,0.2,23.6,39.32445759368836
78.4,84.8,187.0,79.1,1.1,19.7,4.8,29.2,22.62003488804369
83.1,83.9,177.0,69.4,1.5,4.1,2.2,14.8,22.151999744645536
86.9,93.8,191.0,51.0,0.8,21.5,2.1,31.6,13.979879937501714
87.2,89.7,163.0,77.1,1.6,14.4,3.0,32.0,29.018781286461667
74.1,74.9,205.0,108.6,4.4,6.8,0.6,41.6,25.841760856632956
86.7,87.6,175.0,127.4,3.3,12.1,1.4,13.2,41.6
88.6,88.8,196.0,85.1,3.2,2.1,5.0,41.6,22.15222823823407
73.4,73.7,194.0,104.8,0.8,0.1,1.7,32.8,27.845679668402592
79.4,80.0,188.0,66.5,1.9,4.2,3.2,22.8,18.81507469443187
66.2,68.3,184.0,76.5,2.0,8.6,1.3,16.4,22.59569943289225
72.5,71.1,189.0,106.0,4.3,0.7,2.2,12.0,29.674421208812745
75.3,79.4,191.0,80.9,4.6,20.2,0.5,22.4,22.17592719497821
89.2,94.0,187.0,56.7,2.4,19.4,3.7,14.0,16.21436129142955
90.6,92.6,182.0,55.4,0.8,7.0,2.3,5.2,16.72503320854969
81.0,84.0,180.0,120.0,0.9,4.0,5.9,15.2,37.03703703703704
87.2,87.7,181.0,108.6,3.3,2.0,4.5,19.2,33.14917127071823
89.4,88.3,186.0,89.2,2.6,0.1,1.2,30.8,25.783327552318184
73.6,76.7,171.0,63.7,2.8,12.7,2.8,17.6,21.784480694914677
63.4,67.9,179.0,130.1,2.3,14.2,0.2,14.4,40.60422583564807
81.4,82.3,214.0,114.4,2.7,7.1,1.3,9.6,24.980347628613853
85.6,86.3,180.0,66.3,1.2,3.1,2.7,22.8,20.462962962962962
72.8,74.0,198.0,94.5,0.4,0.4,1.9,30.8,24.104683195592287
78.2,78.6,167.0,80.7,1.3,0.4,1.7,33.6,28.936139696654596
72.8,74.5,174.0,89.5,1.0,5.7,1.9,36.8,29.561368740916897
92.0,91.6,187.0,90.7,2.5,1.6,0.8,46.8,25.93725871486173
79.3,79.1,168.0,77.8,3.2,5.3,0.7,32.4,27.565192743764175
79.4,85.0,177.0,111.6,3.4,22.0,1.2,23.6,35.62194771617351
91.0,90.6,180.0,106.2,2.7,0.2,4.7,15.6,32.77777777777778
74.1,75.7,187.0,102.2,2.2,7.7,1.4,20.4,29.225885784552027
69.5,72.2,184.0,87.1,2.4,13.4,0.2,35.2,25.726606805293002
79.2,83.7,169.0,87.2,1.4,13.7,5.7,28.4,30.531143867511645
87.0,87.4,189.0,101.6,4.5,1.0,0.1,24.0,28.44265278127712
85.9,85.9,177.0,86.8,2.8,5.2,1.2,33.6,27.70595933480162
78.1,78.5,200.0,128.7,5.0,17.3,5.0,11.2,32.175
88.9,91.4,184.0,105.9,1.2,6.8,4.3,28.4,31.27953686200378
79.2,78.9,187.0,96.8,3.2,2.8,2.3,35.6,27.681660899653973
73.9,77.8,180.0,82.1,1.4,12.8,3.8,42.8,25.339506172839503
73.3,79.0,159.0,95.7,1.9,21.4,0.2,22.0,37.85451524860567
70.9,75.3,161.0,80.4,3.4,15.3,4.3,24.8,31.01732186258246
81.5,82.5,166.0,85.4,2.6,6.4,0.7,29.6,30.9914356220061
80.3,82.8,194.0,128.2,3.2,17.1,0.4,24.4,34.063131044744395
74.9,76.2,173.0,91.5,3.9,12.2,0.2,6.4,30.57235457248822
79.9,80.1,213.0,58.3,3.7,5.8,6.0,10.0,12.85018404637528
94.0,94.4,196.0,113.4,3.4,10.4,0.6,37.2,29.518950437317788
92.5,93.5,177.0,82.1,1.5,4.3,4.3,11.2,26.205751859299685
74.8,76.9,169.0,65.0,1.3,13.2,1.4,12.4,22.758306781975424
77.8,78.8,202.0,145.0,1.6,3.1,0.2,29.2,35.535731791000885
71.2,77.3,184.0,81.7,0.7,19.5,5.0,16.0,24.131616257088847
75.6,76.5,168.0,91.4,1.4,0.8,4.5,26.8,32.38378684807257
78.9,82.0,185.0,105.4,2.4,11.2,3.7,41.2,30.796201607012417
101.1,100.6,189.0,76.3,1.8,2.3,1.7,16.4,21.359984322947287
90.9,92.2,198.0,89.5,1.7,4.8,2.3,11.6,22.829303132333436
75.7,78.1,178.0,112.3,1.9,8.8,2.1,20.8,35.443757101376086
92.1,92.3,189.0,135.2,3.0,3.7,1.4,35.6,37.84888440973097
64.6,74.3,179.0,119.7,1.2,22.1,3.2,26.8,37.35838456976998
76.7,80.6,210.0,97.2,3.0,21.2,3.5,42.4,22.040816326530614
70.7,74.1,166.0,115.8,2.4,12.7,1.8,20.4,42.023515749745975
82.8,84.8,191.0,65.5,1.3,7.9,5.9,26.0,17.954551684438474
90.5,88.4,172.0,82.2,3.4,0.8,0.2,29.2,27.785289345592215
93.2,93.6,202.0,124.3,1.0,0.2,0.7,43.2,30.462699735320065
74.7,77.9,176.0,138.3,3.1,13.6,0.4,15.2,44.647469008264466
77.2,85.8,173.0,152.3,1.4,21.3,0.9,6.0,50.88709946874269
76.2,76.9,188.0,63.3,2.5,6.3,0.3,29.6,17.90968764146673
70.8,75.4,207.0,72.7,2.1,16.2,2.0,42.8,16.966556979159375
72.3,76.0,169.0,129.7,1.5,10.1,4.3,11.6,45.41157522495711
88.9,91.5,164.0,120.3,2.9,8.7,0.1,37.6,44.72784057108864
95.9,97.3,172.0,121.4,1.3,0.0,2.2,24.8,41.0356949702542
63.8,64.1,203.0,99.9,0.5,0.1,2.2,14.8,24.242277172462334
83.6,85.5,191.0,74.2,3.3,20.7,0.5,35.6,20.339354732600533
69.1,70.1,193.0,108.0,4.1,11.6,4.3,34.0,28.99406695481758
69.4,70.6,191.0,59.5,4.6,16.9,1.3,12.8,16.309859927085334
82.3,79.8,176.0,94.3,4.5,0.7,0.4,33.6,30.44292355371901
69.5,72.1,168.0,79.2,0.9,15.0,0.1,15.2,28.061224489795922
96.2,92.7,192.0,79.2,4.3,0.3,2.0,8.8,21.484375
79.0,78.3,166.0,72.0,1.9,0.6,0.8,13.2,26.1286108288576
66.6,73.3,169.0,136.8,2.3,19.4,0.8,23.6,47.89748258114213
78.8,82.2,181.0,69.0,1.2,16.3,5.7,13.2,21.06162815542871
74.7,76.7,186.0,74.2,1.7,12.7,5.0,35.6,21.447566192623423
73.4,71.4,208.0,65.8,3.6,14.5,5.7,23.6,15.20894970414201
86.2,85.6,173.0,88.5,2.6,1.3,3.4,33.6,29.569982291423035
67.8,69.2,194.0,101.4,1.8,5.5,0.5,27.6,26.94228929748114
101.7,100.6,206.0,130.0,4.1,2.1,5.1,22.0,30.634367046847018
80.7,80.2,184.0,126.4,2.8,0.0,0.6,32.8,37.33459357277883
83.2,85.4,184.0,131.4,3.8,6.5,1.4,43.6,38.811436672967865
77.6,77.1,194.0,111.3,1.6,1.0,2.1,8.4,29.572749495164206
77.8,81.6,171.0,61.3,0.6,9.3,4.5,39.6,20.963715331213024
93.0,90.9,170.0,81.5,3.9,2.4,4.9,9.2,28.200692041522494
79.6,80.1,191.0,69.4,1.4,2.3,0.6,29.6,19.02360132671802
77.2,78.8,188.0,109.6,1.2,7.7,0.8,34.4,31.009506564056135
75.5,75.6,172.0,50.3,1.9,5.4,1.3,8.0,17.002433747971878
87.2,86.1,199.0,106.1,3.1,3.6,0.4,27.2,26.792252720890883
68.2,71.3,194.0,91.6,1.3,11.9,4.9,10.8,24.338399404825168
80.9,87.7,164.0,111.9,0.4,15.1,5.4,21.6,41.60469958358121
66.6,72.0,197.0,75.4,2.0,12.2,3.2,16.0,19.428483083820765
101.6,100.1,205.0,54.6,2.5,0.4,1.2,17.2,12.992266508030935
84.1,86.2,185.0,51.9,0.4,2.5,4.0,39.2,15.16435354273192
96.5,93.5,179.0,95.2,5.4,2.8,2.1,22.0,29.71193158765332
81.8,89.3,191.0,128.8,3.4,16.8,6.0,32.8,35.30604972451413
79.2,81.2,176.0,143.5,2.7,3.5,4.6,9.2,46.326188016528924
88.0,89.7,203.0,152.6,2.8,11.0,1.9,24.0,37.030745710888404
90.6,91.8,197.0,113.0,2.3,22.0,0.4,36.4,29.116957406787087
65.4,66.3,162.0,95.2,2.0,0.0,0.6,38.8,36.274958085657666
78.0,78.0,196.0,94.0,3.3,15.5,0.2,22.8,24.46897126197418
63.9,64.9,177.0,92.7,2.9,6.7,0.8,23.2,29.589198506176384
68.1,69.5,180.0,101.6,2.7,10.8,0.5,24.4,31.358024691358022
77.5,81.6,194.0,140.9,1.7,11.6,2.7,36.4,37.437559783186316
72.6,72.7,185.0,106.2,2.2,5.3,2.2,12.0,31.029948867786704
86.2,88.6,171.0,54.2,0.5,7.9,4.3,14.0,18.53561779692897
76.8,80.3,172.0,105.5,3.7,12.1,2.2,38.0,35.661168199026505
82.9,85.7,181.0,85.7,2.4,5.7,4.8,35.2,26.15915265101798
86.1,91.4,160.0,93.2,1.2,14.1,3.8,27.2,36.40624999999999
82.2,85.2,195.0,75.7,2.0,13.5,3.2,25.6,19.90795529257068
77.2,77.3,187.0,98.7,1.0,0.5,3.6,19.2,28.22499928508107
73.6,76.8,178.0,115.5,2.9,17.8,2.9,28.4,36.453730589572025
78.5,77.6,200.0,69.0,1.8,4.3,0.5,10.8,17.25
85.9,89.3,184.0,132.2,3.5,8.0,1.2,26.4,39.0477315689981
88.6,90.8,182.0,97.6,4.6,21.3,1.7,28.0,29.46504045405144
79.7,82.6,160.0,83.4,0.4,17.3,0.1,28.0,32.57812499999999
74.4,75.0,206.0,93.0,1.3,7.0,0.7,36.8,21.91535488735979
85.8,83.8,203.0,50.2,2.9,0.3,0.6,22.8,12.181804945521613
85.5,87.3,186.0,78.1,3.8,8.6,0.3,15.2,22.57486414614406
79.8,80.6,193.0,89.1,2.7,5.2,2.4,50.0,23.920105237724503
82.9,86.1,156.0,53.1,2.8,12.6,5.1,26.4,21.819526627218934
73.6,76.4,165.0,90.6,2.6,10.5,1.8,21.2,33.278236914600555
81.4,83.7,181.0,125.7,4.0,22.1,5.2,17.6,38.368792161411434
75.2,75.6,186.0,81.1,2.5,4.8,0.6,26.4,23.44201641808301
80.6,83.0,168.0,72.7,4.0,16.9,2.4,3.2,25.75821995464853
66.0,69.1,199.0,159.6,1.5,7.4,5.6,19.2,40.30201257544001
75.7,75.7,172.0,70.0,2.9,6.9,2.2,39.2,23.661438615467823
84.7,88.2,174.0,81.9,0.4,18.3,0.6,40.8,27.05112960760999
